CLASS,PLATE,MJD,FIBERID
20,519,52283,394
20,2373,53768,185
20,883,52430,549
20,2277,53705,62
20,2018,53800,370
20,1938,53379,241
20,2521,54538,239
20,1076,52914,3
20,1682,53173,449
20,1773,53112,534
20,2585,54097,349
20,2598,54232,377
20,1938,53379,527
20,427,51900,318
20,1958,53385,282
20,2287,53705,600
20,1174,52782,634
20,2018,53800,416
20,2156,54525,300
20,1444,53054,261
20,829,52296,534
20,2025,53431,227
20,1609,53142,503
20,952,52409,44
20,1105,52937,69
20,645,52203,64
20,2490,54179,124
20,1009,52644,261
20,899,52620,435
20,855,52375,342
20,1374,53083,194
20,1997,53442,380
20,1562,53052,615
20,929,52581,367
20,2753,54234,125
20,1732,53501,184
20,455,51909,99
20,804,52286,121
20,2113,53468,419
20,962,52620,639
20,681,52199,476
20,2513,54141,138
20,1082,52523,378
20,1032,53175,546
20,803,52318,97
20,784,52327,594
20,847,52426,196
20,1024,52826,521
20,1749,53357,171
20,1833,54561,559
20,814,52443,439
20,1273,52993,531
20,1370,53090,452
20,1361,53047,95
20,1302,52763,598
20,2149,54509,251
20,925,52411,477
20,735,52519,539
20,277,51908,534
20,531,52028,435
20,1444,53054,513
20,399,51817,54
20,1794,54504,544
20,1657,53520,544
20,856,52339,627
20,1439,53003,263
20,595,52023,179
20,2505,53856,181
20,858,52316,522
20,1061,52641,53
20,2214,53794,494
20,855,52375,430
20,1234,52724,534
20,405,51816,347
20,2662,54505,526
20,459,51924,252
20,743,52262,392
20,1173,52790,325
20,2291,53714,151
20,1529,52930,226
20,2362,53759,42
20,1667,53430,357
20,1649,53149,504
20,1033,52822,313
20,1386,53116,69
20,2092,53460,139
20,1108,53227,347
20,728,52520,60
20,724,52254,350
20,2619,54506,504
20,343,51692,233
20,2604,54484,521
20,768,52281,486
20,606,52365,557
20,2155,53820,70
20,1953,53358,251
20,1304,52993,584
20,530,52026,295
20,1648,53171,365
20,2111,53467,4
20,884,52374,503
20,1093,52591,274
20,341,51690,498
20,1005,52703,392
20,741,52261,1
20,1612,53149,291
20,590,52057,443
20,266,51630,107
20,1764,53467,590
20,1081,52531,293
20,1440,53084,574
20,961,52615,299
20,1053,52468,123
20,427,51900,49
20,664,52174,290
20,1323,52797,452
20,1716,53827,451
20,1014,52707,353
20,1674,53464,368
20,1156,52641,358
20,1192,52649,115
20,1714,53521,622
20,2970,54589,398
20,1167,52738,457
20,2608,54474,431
20,828,52317,524
20,2646,54479,373
20,626,52057,296
20,1762,53415,571
20,1449,53116,53
20,2284,53708,95
20,616,52442,487
20,832,52312,402
20,764,52238,414
20,2165,53917,626
20,2616,54499,445
20,2493,54115,360
20,1816,53919,568
20,488,51914,3
20,2752,54533,457
20,1827,53531,519
20,2612,54480,335
20,2295,53734,507
20,663,52145,188
20,1929,53349,191
20,2231,53816,517
20,924,52409,245
20,1359,53002,113
20,1068,52614,114
20,594,52045,396
20,1416,52875,365
20,2754,54240,602
20,964,52646,571
20,1529,52930,81
20,2748,54234,606
20,689,52262,469
20,362,51999,241
20,1760,53086,254
20,1293,52765,202
20,2664,54524,618
20,339,51692,492
20,1715,54212,556
20,1314,53050,591
20,668,52162,89
20,469,51913,237
20,1776,53858,449
20,1571,53174,311
20,1193,52652,169
20,1719,53876,344
20,1075,52933,19
20,632,52071,285
20,306,51637,131
20,2748,54234,160
20,2024,53503,254
20,1647,53531,380
20,2368,53758,178
20,2134,53876,39
20,928,52578,363
20,1185,52642,359
20,1705,53848,301
20,723,52201,637
20,1232,52731,296
20,1371,52821,599
20,1743,53054,630
20,1235,52734,260
20,635,52145,497
20,2280,53680,376
20,1330,52822,390
20,1773,53112,291
20,847,52426,627
20,542,51993,219
20,2342,53742,126
20,492,51955,165
20,944,52614,593
20,2110,53467,25
20,1817,53851,253
20,2097,53491,489
20,1273,52993,280
20,1090,52903,191
20,861,52318,86
20,2278,53711,43
20,405,51816,390
20,658,52146,134
20,408,51821,323
20,2205,53793,227
20,2949,54557,593
20,2297,53738,270
20,2120,53852,214
20,2204,53877,308
20,2488,54149,335
20,1743,53054,618
20,1073,52649,346
20,353,51703,611
20,870,52325,321
20,2972,54586,538
20,2593,54175,200
20,2125,53795,137
20,1311,52765,325
20,989,52468,143
20,1329,52767,366
20,747,52234,531
20,1032,53175,591
20,2656,54484,361
20,805,52586,188
20,1239,52760,88
20,383,51818,337
20,2133,53917,463
20,1059,52618,604
20,2102,54115,7
20,1920,53314,284
20,1234,52724,285
20,1373,53063,95
20,1319,52791,572
20,633,52079,474
20,1941,53386,131
20,1401,53144,278
20,1789,54259,156
20,2407,53771,45
20,329,52056,11
20,830,52293,173
20,1843,53816,527
20,943,52376,361
20,599,52317,231
20,1298,52964,107
20,2578,54093,42
20,301,51942,525
20,924,52409,47
20,1845,54144,562
20,834,52316,602
20,601,52316,70
20,1562,53052,44
20,2106,53714,101
20,1231,52725,338
20,1243,52930,10
20,1990,53472,248
20,301,51942,531
20,2482,54175,290
20,645,52203,606
20,1016,52759,517
20,1184,52641,519
20,2607,54184,113
20,1191,52674,410
20,575,52319,98
20,1062,52619,232
20,989,52468,631
20,1395,52825,435
20,535,51999,484
20,803,52318,54
20,606,52365,219
20,1075,52933,336
20,1116,52932,624
20,687,52518,445
20,1160,52674,622
20,913,52433,373
20,1068,52614,128
20,1751,53377,374
20,983,52443,273
20,1826,53499,613
20,679,52177,62
20,491,51942,120
20,312,51689,174
20,1374,53083,625
20,714,52201,269
20,552,51992,344
20,518,52282,189
20,1087,52930,203
20,1680,53171,235
20,819,52409,157
20,1167,52738,319
20,2298,53737,114
20,1843,53816,255
20,2127,53859,464
20,457,51901,322
20,527,52342,409
20,467,51901,181
20,1058,52520,247
20,1242,52901,540
20,2148,54526,100
20,650,52143,140
20,2093,53818,135
20,2489,53857,577
20,1529,52930,582
20,924,52409,278
20,1003,52641,57
20,851,52376,134
20,2968,54585,499
20,2656,54484,374
20,1051,52468,471
20,597,52059,439
20,834,52316,617
20,1355,52823,388
20,1200,52668,87
20,1291,52738,590
20,1598,53033,73
20,1069,52590,188
20,612,52079,541
20,1932,53350,263
20,1306,52996,187
20,2239,53726,6
20,1941,53386,124
20,2755,54507,151
20,1462,53112,49
20,277,51908,290
20,2373,53768,153
20,2421,54153,187
20,1042,52725,519
20,1078,52643,577
20,1798,53851,198
20,578,52339,214
20,1390,53142,637
20,1447,53120,257
20,943,52376,412
20,2751,54243,320
20,461,51910,77
20,513,51989,370
20,1721,53857,76
20,1187,52708,577
20,1061,52641,414
20,1938,53379,297
20,2601,54144,397
20,2778,54539,408
20,1445,53062,522
20,1379,53084,149
20,2037,53446,378
20,2766,54242,551
20,2219,53816,285
20,1174,52782,184
20,2103,53467,466
20,2115,53535,458
20,1804,53886,13
20,658,52146,121
20,1040,52722,591
20,1714,53521,179
20,747,52234,256
20,2970,54589,25
20,696,52209,573
20,2120,53852,215
20,1432,53003,627
20,1971,53472,453
20,1451,53117,538
20,913,52433,400
20,1685,53463,94
20,2434,53826,265
20,2748,54234,149
20,1454,53090,140
20,485,51909,438
20,814,52443,389
20,811,52669,450
20,498,51984,17
20,2244,53795,230
20,1742,53053,327
20,1721,53857,62
20,1330,52822,391
20,1193,52652,140
20,2664,54524,157
20,948,52428,324
20,1616,53169,605
20,301,51942,242
20,2579,54068,397
20,342,51691,472
20,909,52379,491
20,513,51989,402
20,1750,53358,27
20,422,51811,628
20,519,52283,430
20,2969,54586,597
20,1170,52756,538
20,2166,54232,353
20,892,52378,258
20,312,51689,607
20,1920,53314,285
20,2093,53818,121
20,2236,53729,625
20,1751,53377,361
20,408,51821,444
20,1686,53472,443
20,499,51988,148
20,383,51818,336
20,856,52339,197
20,2114,53848,177
20,803,52318,41
20,535,51999,491
20,1324,53088,592
20,1308,53053,214
20,2527,54569,413
20,872,52339,325
20,1715,54212,557
20,471,51924,503
20,664,52174,285
20,1783,53386,42
20,2501,54084,102
20,707,52177,447
20,2004,53737,149
20,847,52426,168
20,699,52202,569
20,1160,52674,29
20,1697,53142,5
20,1213,52972,249
20,1417,53141,124
20,1388,53119,627
20,2967,54584,94
20,734,52224,250
20,2484,54144,178
20,380,51792,383
20,1302,52763,566
20,847,52426,74
20,936,52705,477
20,1793,53883,509
20,1723,53905,508
20,964,52646,570
20,832,52312,417
20,1416,52875,364
20,1672,53460,141
20,2612,54480,334
20,1570,53149,420
20,2369,53733,438
20,1073,52649,409
20,409,51871,38
20,2780,54557,440
20,398,51789,158
20,1232,52731,297
20,1207,52672,393
20,493,51957,245
20,1672,53460,46
20,1430,53002,70
20,2651,54507,109
20,2146,54230,634
20,983,52443,528
20,526,52312,97
20,2218,53816,260
20,2363,53763,290
20,1983,53442,435
20,1677,53148,289
20,282,51658,47
20,609,52339,274
20,1786,54450,113
20,1946,53432,96
20,1952,53378,231
20,699,52202,7
20,1430,53002,167
20,816,52379,92
20,1877,54464,393
20,435,51882,354
20,492,51955,158
20,1323,52797,335
20,1730,53498,551
20,1830,54560,564
20,1678,53433,41
20,1014,52707,434
20,651,52141,507
20,2886,54498,225
20,1285,52723,530
20,1770,53171,496
20,2793,54271,235
20,1416,52875,416
20,2109,53468,484
20,802,52289,434
20,827,52312,385
20,600,52317,22
20,421,51821,468
20,594,52045,383
20,555,52266,404
20,2760,54506,273
20,1570,53149,434
20,1191,52674,439
20,1953,53358,536
20,301,51942,518
20,2590,54175,53
20,1571,53174,462
20,624,52377,210
20,1927,53321,591
20,2207,53558,520
20,1058,52520,508
20,633,52079,449
20,1592,52990,548
20,1333,52782,47
20,1928,53327,594
20,431,51877,543
20,896,52592,368
20,733,52207,501
20,341,51690,314
20,1172,52759,415
20,1105,52937,629
20,2777,54554,156
20,1576,53496,411
20,1833,54561,558
20,2613,54481,101
20,2647,54495,555
20,661,52163,355
20,2244,53795,581
20,1657,53520,223
20,1680,53171,591
20,1288,52731,495
20,1497,52886,85
20,1702,53144,211
20,2488,54149,485
20,1936,53330,398
20,1044,52468,452
20,397,51794,113
20,1077,52644,94
20,1215,52725,160
20,827,52312,408
20,1374,53083,181
20,962,52620,638
20,1373,53063,43
20,1697,53142,617
20,1268,52933,358
20,1234,52724,253
20,1487,52964,123
20,2949,54557,223
20,1341,52786,260
20,1455,53089,549
20,2154,54539,338
20,552,51992,386
20,743,52262,393
20,459,51924,253
20,2761,54534,18
20,2138,53757,4
20,1626,53472,578
20,510,52381,291
20,2102,54115,158
20,1234,52724,535
20,973,52426,350
20,556,51991,126
20,1044,52468,334
20,886,52381,280
20,856,52339,626
20,2153,54212,48
20,1825,53504,613
20,2880,54509,392
20,526,52312,197
20,1815,53884,540
20,1386,53116,217
20,1843,53816,297
20,841,52375,408
20,1930,53347,228
20,985,52431,536
20,1005,52703,378
20,588,52045,507
20,1576,53496,377
20,1609,53142,270
20,2790,54555,353
20,1231,52725,488
20,1464,53091,133
20,623,52051,140
20,2664,54524,194
20,2500,54178,418
20,2099,53469,620
20,1373,53063,365
20,2777,54554,624
20,990,52465,463
20,1320,52759,301
20,2142,54208,304
20,1458,53119,280
20,638,52081,201
20,510,52381,285
20,1186,52646,235
20,374,51791,445
20,1234,52724,41
20,1889,53240,48
20,1062,52619,582
20,2968,54585,328
20,2088,53493,330
20,2290,53727,2
20,1163,52669,413
20,1397,53119,267
20,1500,53730,481
20,803,52318,82
20,334,51993,264
20,1507,53763,606
20,1374,53083,195
20,1487,52964,137
20,311,51665,573
20,1653,53534,202
20,1586,52945,28
20,1433,53035,171
20,2662,54505,255
20,1341,52786,274
20,1646,53498,529
20,1794,54504,237
20,339,51692,25
20,1330,52822,434
20,2616,54499,13
20,364,52000,126
20,740,52263,378
20,667,52163,571
20,1304,52993,234
20,727,52207,504
20,2113,53468,424
20,2285,53700,565
20,283,51959,471
20,2518,54243,317
20,1076,52914,321
20,1455,53089,213
20,1009,52644,248
20,1309,52762,324
20,888,52339,546
20,280,51612,35
20,2156,54525,329
20,1951,53389,600
20,530,52026,525
20,2656,54484,7
20,1842,53501,68
20,1807,54175,563
20,290,51941,91
20,1000,52643,120
20,399,51817,69
20,946,52407,46
20,2143,54184,77
20,2515,54180,91
20,750,52235,535
20,950,52378,487
20,411,51817,150
20,1240,52734,480
20,794,52376,603
20,2519,54570,212
20,1210,52701,108
20,933,52642,451
20,1078,52643,36
20,1383,53116,191
20,447,51877,172
20,292,51609,394
20,378,52146,163
20,2759,54534,286
20,402,51793,405
20,1004,52723,331
20,629,52051,523
20,2027,53433,64
20,2439,53795,190
20,533,51994,255
20,500,51994,554
20,815,52374,125
20,1082,52523,423
20,1023,52818,97
20,1304,52993,552
20,1376,53089,116
20,1164,52674,35
20,2650,54505,16
20,2154,54539,310
20,2368,53758,58
20,2293,53730,75
20,1744,53055,234
20,619,52056,273
20,311,51665,229
20,667,52163,203
20,2418,53794,79
20,1800,53884,588
20,2091,53447,112
20,1577,53495,245
20,663,52145,638
20,2275,53709,389
20,1824,53491,582
20,1927,53321,69
20,2358,53797,477
20,1927,53321,234
20,436,51883,426
20,1626,53472,96
20,1707,53885,206
20,1984,53433,519
20,2281,53711,415
20,1387,53118,474
20,2595,54207,62
20,1210,52701,17
20,1725,54266,148
20,2090,53463,543
20,744,52251,367
20,1991,53446,181
20,1081,52531,251
20,1764,53467,552
20,2151,54523,208
20,1612,53149,253
20,1105,52937,601
20,2481,54086,117
20,1716,53827,493
20,2525,54569,197
20,903,52400,82
20,763,52235,546
20,1030,52914,216
20,585,52027,148
20,2200,53875,423
20,2089,53498,416
20,2952,54559,351
20,2886,54498,580
20,865,52323,31
20,2164,53886,179
20,1304,52993,220
20,2479,54174,610
20,286,51999,424
20,2749,54241,517
20,983,52443,299
20,1801,54156,566
20,2113,53468,430
20,804,52286,108
20,1442,53050,98
20,1221,52751,185
20,2284,53708,57
20,1228,52728,630
20,2594,54177,506
20,312,51689,377
20,912,52427,599
20,1988,53469,290
20,1495,52944,209
20,1500,53730,132
20,2591,54140,485
20,450,51908,495
20,2602,54149,14
20,803,52318,183
20,477,52026,525
20,1322,52791,632
20,1616,53169,413
20,1541,53732,500
20,988,52520,335
20,2525,54569,418
20,497,51989,103
20,732,52221,3
20,279,51984,492
20,416,51811,298
20,1190,52670,588
20,1848,54180,546
20,1288,52731,41
20,2130,53881,613
20,2368,53758,347
20,2005,53472,558
20,1502,53741,373
20,1844,54138,45
20,410,51877,38
20,1399,53172,564
20,1575,53493,545
20,2663,54234,533
20,1454,53090,430
20,2352,53770,303
20,1232,52731,98
20,348,51671,178
20,2238,54205,528
20,2646,54479,158
20,1114,53179,144
20,2022,53827,561
20,2164,53886,390
20,782,52320,10
20,276,51909,258
20,2880,54509,98
20,637,52174,178
20,2429,53799,213
20,894,52615,582
20,568,52254,209
20,514,51994,32
20,1835,54563,251
20,882,52370,272
20,965,52438,241
20,2157,54242,602
20,895,52581,245
20,398,51789,414
20,2091,53447,489
20,880,52367,588
20,2272,53713,517
20,999,52636,212
20,876,52669,137
20,2974,54592,513
20,2665,54232,10
20,1018,52672,3
20,1683,53436,328
20,755,52235,300
20,1334,52764,610
20,1718,53850,188
20,861,52318,548
20,2119,53792,145
20,1491,52996,141
20,1399,53172,570
20,2130,53881,161
20,1995,53415,459
20,786,52319,377
20,2373,53768,423
20,2342,53742,443
20,767,52252,14
20,434,51885,78
20,513,51989,600
20,2268,53682,542
20,1768,53442,367
20,931,52619,185
20,586,52023,233
20,2215,53793,418
20,2201,53904,572
20,2012,53493,193
20,1939,53389,33
20,2423,54149,81
20,455,51909,528
20,1859,53177,210
20,1157,52643,508
20,1699,53148,63
20,899,52620,193
20,804,52286,493
20,2746,54232,397
20,2758,54523,223
20,575,52319,224
20,477,52026,531
20,1305,52757,511
20,2286,53700,548
20,1191,52674,161
20,420,51871,444
20,1786,54450,32
20,1189,52668,113
20,2132,53493,423
20,693,52254,39
20,2742,54233,63
20,1870,53383,450
20,547,51959,4
20,859,52317,514
20,1206,52670,298
20,1954,53357,206
20,949,52427,556
20,2512,53877,459
20,1754,53385,262
20,1681,53172,110
20,1938,53379,99
20,2005,53472,564
20,1006,52708,482
20,1796,53884,630
20,2590,54175,589
20,1350,52786,478
20,1843,53816,39
20,2774,54534,334
20,1985,53431,75
20,1699,53148,612
20,1462,53112,624
20,2495,54175,252
20,1570,53149,144
20,567,52252,556
20,1646,53498,82
20,2589,54174,529
20,922,52426,515
20,2108,53473,37
20,1296,52962,496
20,1408,52822,576
20,1688,53462,633
20,811,52669,76
20,1462,53112,142
20,1593,52991,594
20,2362,53759,245
20,538,52029,255
20,1541,53732,66
20,2118,53820,233
20,1633,52998,576
20,2355,53792,579
20,391,51782,570
20,755,52235,328
20,1332,52781,540
20,1787,54465,547
20,2948,54553,423
20,2005,53472,202
20,1869,53327,401
20,515,52051,569
20,1590,52974,556
20,682,52525,55
20,2359,53826,359
20,1734,53034,257
20,1043,52465,10
20,1700,53502,563
20,379,51789,554
20,1558,53271,503
20,1864,53313,565
20,1869,53327,415
20,1047,52733,369
20,859,52317,266
20,1848,54180,208
20,947,52411,526
20,2127,53859,129
20,806,52592,543
20,647,52553,474
20,2023,53851,76
20,904,52381,166
20,1745,53061,25
20,1204,52669,496
20,879,52365,566
20,2952,54559,190
20,2486,53876,213
20,2646,54479,170
20,1094,52524,135
20,522,52024,32
20,1645,53172,549
20,2769,54527,18
20,1541,53732,72
20,554,52000,509
20,2117,54115,437
20,1853,53566,197
20,2206,53795,528
20,925,52411,34
20,1675,53466,504
20,802,52289,636
20,1060,52636,629
20,1759,53081,188
20,538,52029,527
20,1086,52525,261
20,2085,53379,201
20,1460,53138,151
20,2430,53815,525
20,2501,54084,30
20,439,51877,117
20,2245,54208,225
20,947,52411,240
20,1393,52824,573
20,2004,53737,439
20,503,51999,83
20,766,52247,26
20,1070,52591,464
20,719,52203,118
20,451,51908,464
20,2357,53793,563
20,1342,52793,308
20,1005,52703,191
20,1405,52826,441
20,1236,52751,152
20,1096,52974,593
20,730,52466,601
20,1812,53795,267
20,646,52523,609
20,2753,54234,454
20,1866,53314,274
20,772,52375,257
20,633,52079,3
20,2600,54243,138
20,804,52286,444
20,652,52138,410
20,935,52643,264
20,2158,54209,410
20,1022,52524,216
20,1644,53144,551
20,1835,54563,292
20,1697,53142,415
20,2129,54252,317
20,2493,54115,188
20,820,52438,276
20,1879,54478,304
20,313,51673,298
20,2520,54584,401
20,450,51908,330
20,873,52674,279
20,1618,53116,536
20,2511,53882,470
20,2743,54259,562
20,1839,53471,249
20,2789,54555,484
20,2108,53473,605
20,649,52201,545
20,1797,54507,440
20,2956,54525,273
20,760,52264,558
20,287,52023,205
20,274,51913,224
20,570,52266,44
20,1406,52876,314
20,416,51811,529
20,795,52378,504
20,1821,53167,93
20,1756,53080,34
20,847,52426,381
20,359,51821,205
20,1942,53415,149
20,2491,53855,618
20,274,51913,230
20,713,52178,216
20,606,52365,48
20,465,51910,429
20,2355,53792,592
20,2216,53795,3
20,910,52377,271
20,1711,53535,432
20,575,52319,581
20,1665,52976,221
20,2776,54554,47
20,2665,54232,408
20,1684,53239,543
20,976,52413,315
20,826,52295,17
20,663,52145,406
20,2753,54234,440
20,803,52318,154
20,778,54525,168
20,528,52022,627
20,644,52173,314
20,758,52253,380
20,2524,54568,605
20,1316,52790,536
20,1759,53081,177
20,1643,53143,105
20,2209,53907,542
20,1601,53115,134
20,1014,52707,18
20,1576,53496,161
20,1105,52937,359
20,2373,53768,386
20,2663,54234,282
20,2576,54086,404
20,634,52164,419
20,2584,54153,203
20,614,53437,310
20,991,52707,263
20,1501,53740,415
20,2161,53878,504
20,2372,53768,377
20,1821,53167,121
20,1377,53050,431
20,1035,52816,425
20,1734,53034,1
20,2246,53767,257
20,1736,53052,24
20,1788,54468,242
20,1021,52460,514
20,853,52374,204
20,346,51693,21
20,782,52320,332
20,399,51817,529
20,1622,53385,540
20,2595,54207,559
20,907,52373,480
20,298,51955,73
20,1434,53053,21
20,375,52140,179
20,1026,52558,122
20,348,51671,187
20,1768,53442,88
20,1557,53301,40
20,1865,53312,52
20,2245,54208,594
20,294,51986,61
20,1092,52639,289
20,456,51910,300
20,1672,53460,380
20,1853,53566,140
20,2124,53770,100
20,1351,52790,382
20,1795,54507,107
20,2091,53447,462
20,387,51791,72
20,766,52247,213
20,1462,53112,181
20,2200,53875,635
20,725,52258,379
20,2656,54484,189
20,1495,52944,584
20,1998,53433,174
20,721,52228,527
20,1035,52816,357
20,579,52338,551
20,275,51910,316
20,766,52247,207
20,2282,53683,254
20,959,52411,197
20,1805,53875,17
20,765,52254,114
20,2266,53679,615
20,1177,52824,178
20,1021,52460,500
20,2790,54555,179
20,1216,52709,48
20,529,52025,325
20,2347,53757,125
20,1069,52590,407
20,1781,53297,596
20,753,52233,575
20,333,52313,517
20,2172,54230,521
20,1825,53504,439
20,1959,53440,269
20,1200,52668,243
20,1195,52724,94
20,1711,53535,368
20,2202,53566,271
20,878,52353,230
20,2018,53800,76
20,1929,53349,423
20,1969,53383,255
20,400,51820,363
20,438,51884,574
20,1308,53053,610
20,2297,53738,113
20,2661,54505,330
20,2016,53799,476
20,333,52313,488
20,349,51699,582
20,1267,52932,269
20,1624,53386,310
20,1019,52707,94
20,491,51942,531
20,2617,54502,557
20,2609,54476,301
20,1342,52793,254
20,578,52339,162
20,934,52672,85
20,1354,52814,578
20,426,51882,70
20,586,52023,435
20,2652,54508,360
20,541,51959,595
20,843,52378,597
20,1216,52709,299
20,817,52381,74
20,1678,53433,206
20,623,52051,587
20,385,51783,612
20,279,51984,280
20,269,51910,380
20,919,52409,127
20,1673,53462,102
20,2023,53851,611
20,2025,53431,187
20,467,51901,590
20,1934,53357,66
20,2530,53881,524
20,1811,53533,139
20,396,51816,626
20,2357,53793,359
20,2148,54526,511
20,1826,53499,564
20,1319,52791,611
20,613,52345,122
20,2786,54540,387
20,463,51908,586
20,2505,53856,553
20,703,52209,285
20,2753,54234,285
20,965,52438,321
20,2276,53712,507
20,804,52286,281
20,1586,52945,485
20,689,52262,45
20,1924,53330,30
20,1650,53174,315
20,2490,54179,290
20,941,52709,132
20,1596,52998,407
20,1959,53440,484
20,2582,54139,227
20,2479,54174,599
20,294,51986,7
20,288,52000,538
20,1159,52669,628
20,2104,53852,14
20,836,52376,255
20,1775,53847,621
20,699,52202,637
20,1848,54180,340
20,1405,52826,284
20,2106,53714,262
20,1399,53172,404
20,692,52201,366
20,1941,53386,246
20,1859,53177,402
20,756,52577,26
20,2243,53794,594
20,1027,52557,383
20,2148,54526,263
20,1034,52813,354
20,1775,53847,147
20,388,51793,498
20,1409,52824,461
20,825,52289,32
20,2658,54502,589
20,2769,54527,509
20,1558,53271,339
20,2131,53819,2
20,2298,53737,277
20,1701,53142,480
20,2438,54056,50
20,2756,54508,476
20,2583,54095,253
20,2343,53735,246
20,1652,53555,640
20,343,51692,178
20,504,52316,290
20,294,51986,519
20,2093,53818,531
20,2770,54510,583
20,1203,52669,479
20,964,52646,148
20,332,52367,560
20,692,52201,428
20,2006,53476,596
20,522,52024,407
20,1753,53383,223
20,1543,53738,385
20,1814,54555,575
20,1000,52643,295
20,2004,53737,559
20,1001,52670,451
20,1409,52824,449
20,2764,54535,309
20,445,51873,398
20,634,52164,586
20,1036,52582,296
20,548,51986,448
20,581,52356,486
20,302,51688,376
20,922,52426,461
20,2967,54584,557
20,2005,53472,28
20,2794,54537,232
20,2515,54180,226
20,2374,53765,389
20,1432,53003,579
20,567,52252,422
20,812,52352,309
20,559,52316,453
20,1668,53433,606
20,2165,53917,223
20,557,52253,492
20,1203,52669,451
20,1433,53035,11
20,935,52643,489
20,1351,52790,81
20,676,52178,290
20,1774,53759,52
20,971,52644,536
20,538,52029,321
20,1668,53433,160
20,390,51900,22
20,2222,53799,390
20,606,52365,152
20,304,51609,117
20,2140,53858,259
20,267,51608,405
20,2486,53876,373
20,1585,52962,444
20,1932,53350,129
20,1725,54266,39
20,1811,53533,105
20,2245,54208,437
20,2215,53793,550
20,2152,53874,182
20,926,52413,199
20,549,51981,90
20,404,51812,340
20,2765,54535,44
20,1867,53317,597
20,2341,53738,92
20,1703,53799,103
20,1763,53463,402
20,2645,54477,334
20,2425,54139,631
20,774,52286,479
20,631,52079,244
20,2245,54208,90
20,676,52178,284
20,1500,53730,71
20,534,51997,190
20,499,51988,202
20,996,52641,465
20,1372,53062,540
20,576,52325,334
20,1714,53521,555
20,1437,53046,217
20,331,52368,40
20,2272,53713,339
20,984,52442,298
20,2145,54212,388
20,1067,52616,130
20,2366,53741,134
20,561,52295,432
20,792,52353,521
20,916,52378,605
20,2754,54240,207
20,1995,53415,277
20,1157,52643,440
20,2748,54234,203
20,1170,52756,114
20,2005,53472,404
20,769,54530,225
20,426,51882,58
20,1758,53084,612
20,481,51908,602
20,1347,52823,191
20,1058,52520,118
20,2512,53877,539
20,1070,52591,510
20,2196,53534,13
20,409,51871,534
20,2122,54178,636
20,1293,52765,607
20,2212,53789,133
20,1015,52734,186
20,602,52072,286
20,1036,52582,282
20,2650,54505,189
20,1225,52760,313
20,1028,52884,113
20,2219,53816,130
20,2498,54169,363
20,1384,53121,623
20,1347,52823,49
20,445,51873,367
20,2500,54178,65
20,665,52168,65
20,1342,52793,297
20,1980,53433,524
20,1034,52813,383
20,934,52672,46
20,1945,53387,487
20,1493,52933,568
20,2222,53799,409
20,1942,53415,19
20,2590,54175,402
20,683,52524,168
20,665,52168,483
20,524,52027,323
20,1747,53075,464
20,1701,53142,457
20,430,51877,161
20,962,52620,2
20,1072,52643,289
20,1040,52722,630
20,1442,53050,458
20,1874,54452,586
20,450,51908,522
20,1702,53144,167
20,268,51633,470
20,2520,54584,575
20,1377,53050,46
20,509,52374,620
20,2372,53768,559
20,659,52199,523
20,2440,53818,115
20,418,51817,495
20,1007,52706,62
20,1925,53327,483
20,291,51928,620
20,910,52377,311
20,1310,53033,184
20,488,51914,256
20,1551,53327,439
20,1341,52786,116
20,916,52378,188
20,273,51957,342
20,975,52411,361
20,447,51877,37
20,833,52314,78
20,836,52376,282
20,287,52023,371
20,662,52147,109
20,900,52637,462
20,1242,52901,192
20,1414,53135,602
20,1386,53116,607
20,838,52378,338
20,279,51984,243
20,726,52226,428
20,997,52734,474
20,2431,53818,440
20,2367,53763,508
20,2777,54554,234
20,1509,52942,123
20,618,52049,575
20,1839,53471,329
20,558,52317,114
20,2006,53476,78
20,1834,54562,138
20,2436,54054,615
20,2007,53474,112
20,2240,53823,57
20,1377,53050,52
20,1019,52707,251
20,621,52055,58
20,2087,53415,629
20,1806,53559,498
20,401,51788,248
20,1573,53226,195
20,2292,53713,511
20,1614,53120,149
20,2758,54523,394
20,308,51662,637
20,644,52173,260
20,2030,53499,610
20,878,52353,378
20,407,51820,575
20,1088,52929,255
20,311,51665,35
20,1827,53531,31
20,1866,53314,314
20,2531,54572,255
20,697,52226,232
20,659,52199,251
20,2586,54169,364
20,2436,54054,173
20,575,52319,393
20,1774,53759,638
20,1773,53112,125
20,1010,52649,392
20,1618,53116,330
20,691,52199,329
20,472,51955,360
20,1024,52826,124
20,1490,52994,499
20,1034,52813,47
20,2642,54232,522
20,1034,52813,397
20,885,52379,103
20,2497,54154,409
20,1597,52999,168
20,2532,54589,377
20,1677,53148,114
20,745,52258,381
20,2485,54176,154
20,547,51959,90
20,419,51879,46
20,273,51957,418
20,1746,53062,614
20,516,52017,319
20,1868,53318,156
20,2760,54506,85
20,2749,54241,113
20,727,52207,114
20,2112,53534,303
20,2135,53827,276
20,2282,53683,452
20,1296,52962,521
20,805,52586,572
20,2362,53759,494
20,1845,54144,198
20,625,52145,479
20,741,52261,461
20,494,51915,616
20,1340,52781,372
20,1724,53859,68
20,900,52637,338
20,2023,53851,188
20,2138,53757,436
20,465,51910,575
20,949,52427,387
20,1658,53240,464
20,2341,53738,45
